preferredLabel	conceptUri	skillType	altLabels	hiddenLabels	description
elektriske testmetoder	http://data.europa.eu/esco/skill/c8bd9f9f-0ec6-447a-ab78-ad6eeeed9aa8	knowledge			Testprocedurer for elektrisk udstyr og maskiner mhp. at kontrollere det elektriske udstyrs ydeevne og kvalitet og dets overholdelse af specifikationerne. Under disse prøvninger måles elektriske egenskaber, såsom spænding, strøm, modstand, kapacitet og induktans, ved hjælp af elektrisk måleudstyr, såsom multimetre, oscilloskoper og voltmålere.
anvende konceptuel tankegang	http://data.europa.eu/esco/skill/c8be7061-e129-4ce2-b449-0be6f7d9eba6	skill/competence			Identificere mønstre og forbindelser mellem situationer, identificere vigtige problemstillinger i komplekse situationer.
elgeneratorer	http://data.europa.eu/esco/skill/c8c18b8d-a813-49f8-a702-689564dcf8b2	knowledge	elektriske generatorer		Principper og operationer for udstyr, der kan omdanne mekanisk energi til elektrisk energi, f.eks. dynamoer og generatorer, rotorer, statorer, armaturer og felter.
forstå talt rumænsk	http://data.europa.eu/esco/skill/c8c283af-3d77-4212-93ab-1b3de6a79e96	skill/competence			Forstå talt rumænsk.
skrive projektforslag til velgørende organisationer	http://data.europa.eu/esco/skill/c8c32b0c-acaa-42b0-ae3d-dc92624a8133	skill/competence			Skrive projektforslag, der skal udarbejdes af velgørenhedsorganisationen med henblik på at opnå midler og tilskud fra nationale eller internationale organisationer eller lokale myndigheder, der yder en sådan finansiering.
hjælpe med at klargøre redningsbåde	http://data.europa.eu/esco/skill/c8c626b9-b333-46da-8532-8ca54bef5c7e	skill/competence			Bistå søfolk med at klargøre redningsbåde til sejlads og levere teknisk viden med henblik på vedligeholdelse og reparation af redningsbåde.
omskrive artikler	http://data.europa.eu/esco/skill/c8c8f437-21dc-474a-aea6-f0a9946aef05	skill/competence			Omskrive artikler for at korrigere fejl, gøre dem mere attraktive for læseren og sikre, at de passer til den tildelte tid og plads.
arrangere totalisatorpanel	http://data.europa.eu/esco/skill/c8ca84c8-7eb7-493f-9178-729f46b7591a	skill/competence			Installere det totalisatorbord, der anvendes til at vise de oplysninger, der er relevante for at modtage væddemål ved en begivenhed.
overvåge sukkers ensartethed	http://data.europa.eu/esco/skill/c8cb1d0a-079c-4abd-bdf5-178993dee2d8	skill/competence			Overvåge, at sukkeret og de centrifugerede produkter er ensartede og i overensstemmelse med kvalitetsstandarder.
dele til filemaskiner	http://data.europa.eu/esco/skill/c8cfa83b-bc13-4f8c-97b7-5269119fa4d6	knowledge			De forskellige maskindele, deres egenskaber og applikationer, på en maskine beregnet til at file og færdiggøre metal-, træ- eller plastarbejder, som f.eks. en kegleformet fil, rørformet skrue, centerplade, adapter, filebånd, øvre guide, post, back-up-support m.fl.
forstå talt islandsk	http://data.europa.eu/esco/skill/c8d2416e-7db3-4f63-bce3-075f1fea66ea	skill/competence			Forstå talt islandsk.
Source (systemer til udvikling af computerspil)	http://data.europa.eu/esco/skill/c8d53d69-d900-4092-af80-c5d0422bcdb3	knowledge			Spilmotoren Source er en softwarestruktur, der består af integrerede udviklingsmiljøer og specialiserede designværktøjer, der er konstrueret til hurtig udbredelse af brugerbaserede computerspil.
anvende syteknikker	http://data.europa.eu/esco/skill/c8d75bf4-ad0d-4f36-8cdc-265a7b044881	skill/competence			Anvende syteknikker til fodtøj og lædervarer ved anvendelse af passende maskiner, nåle, tråde og andre værktøjer med henblik på at opnå den krævede model og opfylde de tekniske syspecifikationer.
inspicere ætsninger	http://data.europa.eu/esco/skill/c8d83eb9-ed4e-415e-a640-f5e6849d0634	skill/competence			Inspicere de færdige ætsninger grundigt ved hjælp af mikroskoper og forstørrelsesglas.
installere software	http://data.europa.eu/esco/skill/c8de8023-ab8a-402b-a828-b2b57cd3b2f7	skill/competence			Installere maskinlæsbare instruktioner, f.eks. computerprogrammer, for at få computerens processor til at udføre en række handlinger.
modtage oplysninger om emballering af forsendelse	http://data.europa.eu/esco/skill/c8e25c26-ba35-4cb8-961b-6a3e02b804b7	skill/competence			Modtage oplysninger fra afsendere om varerne, visse aspekter af papirarbejdet og om, hvordan varerne skal pakkes og lastes på lastbiler. Forstå information og følge instruktioner nøje.
give instrukser i ortodontiske procedurer	http://data.europa.eu/esco/skill/c8e42fdb-ac7f-4494-acea-f29561c19ab6	skill/competence			Lede ortodontiske procedurer og give klare instruktioner til tandpersonale og tekniske assistenter.
følge produktionsplan	http://data.europa.eu/esco/skill/c8f14c32-7f24-41bb-9e8f-b24d6fd3ca86	skill/competence			Følge en produktionsplanen under hensyntagen til alle krav, tidspunkter og behov. Denne plan skitserer, hvilke individuelle varer der skal produceres i hver periode, og sammenfatter forskellige bekymringer såsom produktion, personale, lagerbeholdning osv. Den er som regel knyttet til fremstilling, hvor det fremgår af planen, hvornår og hvor meget af hvert produkt der vil blive krævet. Anvende alle oplysninger i den faktiske gennemførelse af planen.
undervise i digitale færdigheder	http://data.europa.eu/esco/skill/c8fa4313-80b0-4f37-8b1b-1739707bc362	skill/competence			Instruere eleverne i teori og praksis for (grundlæggende) digitale og it-relaterede kompetencer, som f.eks. at skrive effektivt, arbejde med grundlæggende onlineteknologier og læse e-mail. Dette omfatter også vejledning af studerende i korrekt anvendelse af computerhardware og software.
koordinere ordrer fra forskellige leverandører	http://data.europa.eu/esco/skill/c8fac70a-68a1-483b-a6d5-701aee4220fb	skill/competence			Ekspedere ordrer fra forskellige leverandører og sikre den bedst mulige kvalitet ved at foretage en analyse af deres prøveprodukter.
arbejde med e-tjenester, som er tilgængelige for klienter	http://data.europa.eu/esco/skill/c900bdb8-0ed1-4d39-80f8-6e0a05a575f4	skill/competence			Bruge, administrere og arbejde med offentlige og private onlinetjenester, f.eks. e-handel, e-governance, e-banking og e-sundhedstjenester.
træprodukter	http://data.europa.eu/esco/skill/c9026b8f-7c5c-44b4-9e59-ae1e72fb29c0	knowledge			Forskellige træprodukter såsom tømmer og møbler, deres funktioner, egenskaber og retlige og forskriftsmæssige krav.
udføre videnskabelige forsøg i rummet	http://data.europa.eu/esco/skill/c902a799-6b8a-4dca-87dd-be0b9b0c9c7c	skill/competence			Udføre forskellige typer forsøg på forskellige videnskabelige områder, herunder menneskelige, biologiske og fysiske forhold. Følge videnskabelige metoder og dokumentere resultater med henblik på at opnå innovation eller opdage industrielle og kommercielle anvendelser.
rapportere om radiologiske undersøgelser	http://data.europa.eu/esco/skill/c904a021-876c-47cb-8e52-da2d1e45374f	skill/competence			Registrere og rapportere om radiologiske undersøgelser med henblik på afsendelse til primær pleje eller den henvisende læge.
planlægge salgsbesøg hos kunder	http://data.europa.eu/esco/skill/c910ef90-db9b-48ef-bf18-a94b265a4b05	skill/competence			Planlægge daglige salgsruter og kundebesøg med henblik på at præsentere eller sælge nye tjenester eller produkter.
reparere mønstre	http://data.europa.eu/esco/skill/c920bf60-4997-4843-a860-0e353422e988	skill/competence			Reparation og justering af forskellige typer skabeloner og mønstre i fremstillingsprocesser.
sikre vedligeholdelse af udstyr	http://data.europa.eu/esco/skill/c927ec6e-9082-4b22-afd3-0c4e219eaf73	skill/competence			Sikre, at det nødvendige udstyr til drift regelmæssigt kontrolleres for fejl, at der udføres rutinemæssige vedligeholdelsesopgaver, og at reparation er planlagt og udført i tilfælde af beskadigelse eller fejl.
administrere fordeling af flyveressourcer	http://data.europa.eu/esco/skill/c928ace5-bd88-46ca-b49a-c7235fcd64d9	skill/competence			Sikre, at hver flyvning opererer med et passende luftfartøj og en passende besætning.
psykoanalyse	http://data.europa.eu/esco/skill/c92970ad-a6dd-446a-b529-4338da4e502a	knowledge			Psykoanalytiske teorier og teknikker, der er forbundet med ubevidste mentale processer
fremstilling af letmetalemballage	http://data.europa.eu/esco/skill/c9327d3a-4245-47a9-bbbd-e39720cabb63	knowledge			Fremstilling af dåser til fødevarer, sammenklappelige rør og kasser samt metallukninger.
parfume- og kosmetikprodukter	http://data.europa.eu/esco/skill/c93527bc-6668-4c34-b1a1-47bcaf97c5ed	knowledge			Parfume- og kosmetikprodukter, der udbydes, deres funktionaliteter, egenskaber og retlige og forskriftsmæssige krav.
anbefale aviser til kunder	http://data.europa.eu/esco/skill/c940dc95-476d-48e8-bb34-8778d04f40d2	skill/competence			anbefale og yde rådgivning om tidsskrifter, bøger og aviser til kunder i overensstemmelse med deres personlige interesser.
overvåge udtjekningspunkt	http://data.europa.eu/esco/skill/c9445320-0cdf-4eb5-a680-b8ab4e6b89b9	skill/competence			Sikre, at udtjekningspunkterne har tilstrækkelige likvide midler, og at de har tilstrækkeligt personale.
demografi	http://data.europa.eu/esco/skill/c94dd931-f568-48e2-9a1c-922f1ce21f67	knowledge			Det videnskabelige forskningsområde, der vedrører undersøgelsen af menneskehedens størrelse, struktur og fordeling samt geografiske og tidsmæssige ændringer.
sukkertyper	http://data.europa.eu/esco/skill/c955d9ba-45c5-421e-bc11-c05d67c56202	knowledge			Forskellige former for sukker og stivelse fra forskellige råvarer. Forskelle i konsistens og sødeevne, der opnås af en afmålt mængde af det rensede produkt.
styre sugebom	http://data.europa.eu/esco/skill/c9581ad9-8d87-44c5-a834-5c7bc4ff5221	skill/competence			Styre de sugebomme, som indeholder sugeslangen, som det opmudrede materiale udsuges gennem. Hæve og sænke sugebommene for at starte og afslutte operationen eller undgå forhindringer.
bruge specifik dataanalysesoftware	http://data.europa.eu/esco/skill/c95c29fe-3971-46b7-80e9-1f7e75ba99b3	skill/competence			Bruge specifik software til dataanalyse, herunder statistikker, regneark og databaser. Undersøge mulighederne med henblik på at udarbejde rapporter til ledere, overordnede eller kunder.
betjene kraner	http://data.europa.eu/esco/skill/c96ab6ac-cf85-4c91-86b5-7ac5bb14eb28	skill/competence			Betjene kraner til flytning, placering, løft eller nedsætning af maskiner, udstyr eller andre store genstande på forskellige steder.
beredskabsplaner i tilfælde af undslupne dyr	http://data.europa.eu/esco/skill/c96c2080-1654-4787-a2bf-895d0adc31c9	knowledge			Procedurer, der skal følges i tilfælde af undslupne dyr fra bursystemer.
overvåge geotekniske konstruktioner	http://data.europa.eu/esco/skill/c974b9e9-3a19-4706-9d0b-7ded148bdab7	skill/competence			Observere ydelsesfaktorer for geotekniske konstruktioner i forhold til jernbanesystemet.
opbygge et kontaktnetværk med leverandører af turisttjenester	http://data.europa.eu/esco/skill/c97ba966-6d85-4f07-bb24-f1f08f962f6c	skill/competence	"oparbejde et kontaktnetværk med leverandører af turisttjenester
udvikle et kontaktnetværk med leverandører af turisttjenester
opbygge et netværk af kontakter med leverandører af turisttjenester"		Etablere et udbredt netværk af leverandører i turistbranchen. Forberede de bedst mulige pakke- og turistydelser.
kombinere flere vidensområder	http://data.europa.eu/esco/skill/c983dbc8-8b2e-4f7e-aa66-f9042a898ea8	skill/competence			Kombinere input og overvejelser fra forskellige områder af forskellig art (f.eks. tekniske, konstruktionsmæssige, ingeniørmæssige, sociale) i udviklingen af projekter eller i den daglige udførelse af en opgave.
indsamle turistoplysninger	http://data.europa.eu/esco/skill/c9885d0c-afac-48a1-88b4-3c3482192947	skill/competence	"indsamle oplysninger til gavn for turister
indhente turistoplysninger
udarbejde turistoplysninger
indsamle oplysninger  der er relevante for turister"		Indsamle og sammenfatte relevante turistoplysninger fra forskellige kilder.
forstå skrevet dansk	http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22	skill/competence			Læse og forstå skrevet dansk.
påføre papirbelægning	http://data.europa.eu/esco/skill/c98f4dc3-6ee1-4c44-b49a-c183873b68ff	skill/competence			Betjene belægningsmaskiner og størrelsespresser, som anvender pigmenter, stivelse og kemikalier på papirets overflade for at forbedre nogle af dets egenskaber, f.eks. modstandsdygtighed og trykkekvalitet.
overvåge skillecentrifuger	http://data.europa.eu/esco/skill/c9950799-ecd4-4de9-92c4-d5642db1c125	skill/competence			Betjene og overvåge skillecentrifuger.
besvare anmodninger om logistiktjenester fra hele verden	http://data.europa.eu/esco/skill/c9956564-e281-4c1b-9d62-b412400fb0cb	skill/competence			Besvare anmodninger om logistiktjenester fra kunder i alle lande rundt om i verden.
beregne værdi af ædelstene	http://data.europa.eu/esco/skill/c9971e8c-2d32-4a35-9688-aa66f691550c	skill/competence			Fastsætte vurderingsværdien af ædelstene som diamanter og perler, studere prisvejledninger, markedsudsving og klasser eller sjældenhed.
estimere pris på vedligeholdelse af smykker og ure	http://data.europa.eu/esco/skill/c9a4b4c0-22a4-4104-9a24-22999d4cecaa	skill/competence			Anslå de samlede udgifter til vedligeholdelse af ure eller smykker.
pumpe isoleringsmateriale ind i hulrum	http://data.europa.eu/esco/skill/c9adb847-a10b-4eeb-b4d9-15e1b4e732a0	skill/competence			Pumpe isoleringsperler, f.eks. perler i ekspanderet polystyren ind i hulrummet, hvis der findes et egnet hulrum i en konstruktion, der skal isoleres.
sørge for, at spilleregler overholdes	http://data.europa.eu/esco/skill/c9b40bd1-39e2-4e3c-b544-a5a326295169	skill/competence			Sikre fuld overholdelse af kravene for spil i henhold til lokale regler og love, virksomhedens politik og procedurer, herunder ansættelsesretligt og andre relevante love eller myndigheder.
online moderationsteknikker	http://data.europa.eu/esco/skill/c9b6aa32-6c42-4903-8e5a-23e43edf03fc	knowledge			Strategier og metoder, der anvendes til at interagere online og være ordstyrer for onlinebrugere og -grupper.
pulverisere plastikaffald	http://data.europa.eu/esco/skill/c9b97523-d520-4494-aa60-e3bc9ef0d8a4	skill/competence			Pulverisere plastikaffald til pulver til videre genbrug.
føre en samtale på javanesisk	http://data.europa.eu/esco/skill/c9ba0570-f751-4023-9851-5a0826e722cc	skill/competence			Kommunikere mundtligt på javanesisk.
udvikle strategier for håndtering af ikkefarligt affald	http://data.europa.eu/esco/skill/c9bb544b-99a1-4335-bcea-23f84b01095a	skill/competence			Udvikle strategier, der tager sigte på at øge effektiviteten i forbindelse med anlæggets behandling, transport og bortskaffelse af ufarligt affald såsom emballage, tekstiler, afskær, affaldsmateriale samt papir.
bistå ved hurtigt skift	http://data.europa.eu/esco/skill/c9c14ff6-df79-4d37-934c-39502467fff0	skill/competence			Udføre skift af kostumer, hår, parykker og makeup under en forestilling.
ansøge om patenter	http://data.europa.eu/esco/skill/c9c3c4f3-7519-414d-87f7-bbc1b751776d	skill/competence			Beskytte opfinderens eller producentens interesser under ansøgning om patent hos det relevante patentkontor. Sørge for, at ansøgningsfristerne overholdes, også ved ansøgning om fornyelse.
forske i reproduktionsmedicin	http://data.europa.eu/esco/skill/c9df1379-028e-4d52-b9d2-469877049172	skill/competence			Forske i og analysere emner inden for human reproduktions- og udviklingsbiologi med fokus på moderens sundhed og fostermedicin, gynækologisk onkologi, reproduktionsendokrinologi og infertilitet.
diagnosticere talelidelser	http://data.europa.eu/esco/skill/c9e1cb88-bd7c-463d-83b2-2bd197a3114c	skill/competence			Vurdere og diagnosticere patienternes tale- og kommunikationsforstyrrelser ved at identificere en række årsager såsom medfødte problemer eller lidelser, der er erhvervet efter slagtilfælde eller skade.
kontrollere kloaksystemer	http://data.europa.eu/esco/skill/c9e29ab6-3957-492e-8234-11cf252b9006	skill/competence			Bestemme og lokalisere årsagen til blokeringen i kloaknettet.
IKT-genoprettelsesteknikker	http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2	knowledge			Teknikker til genoprettelse af hardware- eller softwarekomponenter og data efter svigt, korruption eller skade.
udføre undersøgelser og markforsøg	http://data.europa.eu/esco/skill/c9eea75d-918e-4733-bf1d-86ecd7a04946	skill/competence			Planlægge og udføre undersøgelser og markforsøg efter behov. Inspicere landskabet ved hjælp af etablerede teknikker og procedurer.
aktuarvidenskab	http://data.europa.eu/esco/skill/c9f4efcd-e16a-4515-a0cb-60c6c479853d	knowledge			Anvendelse af matematiske og statistiske teknikker til at bestemme potentielle eller eksisterende risici i forskellige brancher, såsom finansiering eller forsikring.
justere tørreovne	http://data.europa.eu/esco/skill/c9fc5253-fb7c-48c2-977a-93c862c5f4ef	skill/competence			Justere temperaturen i tørreovnene ved at dreje knapper, så de indstilles til de korrekte parametre.
foretage omfattende inspektion af luftfartøj	http://data.europa.eu/esco/skill/c9fcb537-963b-4b9e-910d-701e818a2d62	skill/competence			Foretage inspektioner af luftfartøjer og komponenter til luftfartøjer, dvs. deres dele, apparatur og udstyr, med henblik på at identificere funktionsfejl, såsom brændstoflækager eller fejl i elektriske systemer og tryksystemer.
betjene motoriseret gadefejningsudstyr	http://data.europa.eu/esco/skill/c9fe480a-1664-4769-948f-f8eaf2a656cd	skill/competence			Bruge motoriseret gadefejningsudstyr til fejning af rendestene og gader.
supervisere aktiviteter i forbindelse med gasdistribution	http://data.europa.eu/esco/skill/ca02218c-c5d4-41d6-9a11-1d7447f05167	skill/competence			Føre tilsyn med driften af et gasdistributionsanlæg og driften af gasdistributionssystemer såsom rørledninger med henblik på at sikre overholdelse af lovgivningen og effektiv drift samt sikre, at udstyret håndteres og vedligeholdes korrekt.
teste motorkøretøjer under krævende forhold	http://data.europa.eu/esco/skill/ca06223b-ce7c-4b30-b52a-e555ee08a653	skill/competence			Teste motorkøretøjers styre-, bremse- og manøvreringsevne med henblik på at se, hvordan de fungerer under krævende og ekstreme forhold, f.eks. på skråninger, på snoede veje og på is.
udvælge vokalister	http://data.europa.eu/esco/skill/ca0bd6cc-f93a-44ed-8f25-455ef9550cce	skill/competence			Udvælge vokalister og enkeltsangere til soloer.
memorisere monteringsanvisninger	http://data.europa.eu/esco/skill/ca0c9312-5ff2-4311-97c8-2fa614616acd	skill/competence			Lagre instruktionsoplysninger, f.eks. de forskellige procedurer for samling af de forskellige møbeldele til senere udtagning.
forvalte landbrugsforsyninger	http://data.europa.eu/esco/skill/ca0f9294-09f6-4528-bb3d-604955f8acfd	skill/competence			Forvalte landbrugsforsyninger ved at håndtere procedurerne for køb og opbevaring. Udvælge og indkøbe forsyninger og udstyr såsom frø, husdyrfoder, gødningsstoffer og landbrugsmaskiner.
føre tilsyn med udstyr	http://data.europa.eu/esco/skill/ca17f0df-59e4-4ed2-9360-fc5325bc7151	skill/competence			Opstarte og slukke udstyr, identificere og foretage fejlfinding af tekniske problemer og udføre mindre reparationer. Overvåge kontroludstyr med henblik på at identificere sikkerheds- og miljørisici.
give specialiseret farmaceutisk rådgivning	http://data.europa.eu/esco/skill/ca180ac5-3b49-438e-992b-57f2af49c1e3	skill/competence			Give specialiseret information og rådgivning om lægemidler som f.eks. hensigtsmæssig brug, bivirkninger og interaktioner med andre lægemidler.
revidere spørgeskemaer	http://data.europa.eu/esco/skill/ca1844f3-933d-468f-9c2a-ae67c618ce88	skill/competence			Læse, analysere og give feedback om nøjagtigheden og tilstrækkeligheden af spørgeskemaer og deres vurderingsgrundlag under hensyntagen til dets formål.
betjene metalpoleringsudstyr	http://data.europa.eu/esco/skill/ca192ad9-39d9-49aa-8e87-b174906470b3	skill/competence			Betjene udstyr, der er beregnet til at polere og pudse metalemner, f.eks. diamantopløsninger, polerepuder fremstillet af silicium, eller betjene hjul med et polerebånd i læder og andet.
vedligeholde egenskaber ved rørledningsbelægning	http://data.europa.eu/esco/skill/ca1a708c-0178-4ef3-8b5a-1eabfc533b0a	skill/competence			Vedligeholde rørledninger og disses egenskaber ved rørledningsbelægning ved anvendelse af kemikalier og teknikker. Vedligeholde udvendig korrosionsforebyggelse, indvendig belægning, vægtbelægning af beton, varmeisolering og andre overfladebelægningsegenskaber.
skære furer i væg	http://data.europa.eu/esco/skill/ca1e4742-42cc-463a-9b12-a1733f06d7a3	skill/competence			Skære en smal fure i en væg eller en anden adskillelse for at føre kabler gennem den. Skære kanalen lige uden at forårsage unødig skade. Sørg for at undgå eksisterende ledninger. Føre kablerne gennem furen og fylde den op med passende materiale.
passe hejseudstyr til overførsel af cement	http://data.europa.eu/esco/skill/ca1ec813-89b7-4c37-b465-1a70d0fba177	skill/competence			Passe udstyr som pneumatiske pumper eller eldrevne transportører, som anvendes til overføring af hejseværket?? cement i beholdere til opbevaring.
føre tilsyn med fragtrelaterede bilag	http://data.europa.eu/esco/skill/ca226595-beda-406b-a0ac-c65c40784ca4	skill/competence			føre tilsyn med fragtfakturering og faktureringsnøjagtighed
designe objekter, der skal udformes	http://data.europa.eu/esco/skill/ca273412-56a5-487e-a58b-2539abc0d730	skill/competence			Skitsere, tegne eller designe skitser og tegninger ud fra hukommelsen, levende modeller, fremstillede produkter eller referencematerialer ved fremstilling og bearbejdning.
virkninger af opdræt og høst på akvatiske ressourcer	http://data.europa.eu/esco/skill/ca2a7a85-43cf-43c0-b703-f18fed7dfba5	knowledge			Kende følgerne af landbrug og høst på akvatiske ressourcer, fisk, bløddyr og skaldyr.
påføre finish på mørtelfuger	http://data.europa.eu/esco/skill/ca309d1f-e080-42a3-b828-1c16e74aa9e7	skill/competence			Bruge en murske til at påføre ekstra mørtel på fuger for at udglatte og færdiggøre dem, når mørtlen er delvist hærdet. Sørge for, at fugerne er fyldt, for at undgå at fugt og andre påvirkninger udefra kan passere gennem væggen.
opkræve licensgebyr	http://data.europa.eu/esco/skill/ca38245a-4ae3-42d0-b00b-c63b73c361dc	skill/competence			Opkræve skyldige beløb for behandling af en licens, såsom den første udstedelse af en licens eller fornyelse af en licens, og sikre, at de korrekte beløb betales, og at procedurerne er i overensstemmelse med lovgivningen.
installere frostbeskyttende materialer	http://data.europa.eu/esco/skill/ca3a023b-e604-4133-a620-3a587183d2c5	skill/competence			Installere isoleringsmaterialer som sand, grus, knust sten, skumglas eller ekstruderet polystyren med henblik på at reducere frostindtrængning og deraf følgende skader på vejen.
afrette beton	http://data.europa.eu/esco/skill/ca3ee513-2285-42c0-9b2a-287d65b5f7a2	skill/competence			Udglatte overfladen på netop udhældt beton ved hjælp af afretningslag.
afsvovling af sur gas	http://data.europa.eu/esco/skill/ca484f72-3ae0-4670-97d8-5aa2d456155a	knowledge			Processer til fjernelse af visse forurenende stoffer, såsom hydrogensulfid (H₂S) fra gas, såsom Girdler-processen, der anvender aminopløsninger, eller moderne processer, der anvender polymeriske membraner.
skrive hurtigt	http://data.europa.eu/esco/skill/ca49669b-1f59-4d1a-8e77-c77014ba93dc	skill/competence			Skrive tekster nøjagtigt med høj hastighed.
reagere på nødsituationer under liveforestilling	http://data.europa.eu/esco/skill/ca49f512-4434-49c1-8f49-9a078b60d2fe	skill/competence			Vurdere og reagere på en nødsituation (brand, trussel, ulykke eller en anden nødsituation), informere beredskabstjenester og træffe passende foranstaltninger for at beskytte eller evakuere medarbejdere, deltagere, besøgende eller publikum i overensstemmelse med de fastlagte procedurer.
følge planer for indsamling af affald til genanvendelse	http://data.europa.eu/esco/skill/ca4ae285-244f-4321-83d6-b109bd1693bc	skill/competence			Følge og anvende planer for affaldsindsamlinger, der uddeles af de organisationer, der indsamler og behandler materialerne til genbrug, med henblik på at optimere effektivitet og service.
udføre rotation af varer	http://data.europa.eu/esco/skill/ca55d9dd-f177-45b6-a2ee-1a4695044b76	skill/competence	"rotere fordærvelige varer
rotere varer
stå for rotation af varer
lave varerotation
sørge for  at ældste produkter står forrest"		Flytte emballerede og letfordærvelige produkter med en tidligere sidste salgsdato, så de står forrest på hylden.
forstå skrevet russisk	http://data.europa.eu/esco/skill/ca58a2d3-b901-42b2-b85f-b2b83aeadbea	skill/competence			Læse og forstå skrevet russisk.
justere maskindeles tæthed	http://data.europa.eu/esco/skill/ca64b48c-51ea-4c19-8074-b9cf819cfdd0	skill/competence			Spænde eller løsne maskindele ved hjælp af håndværktøj eller motordrevet værktøj, vedligeholde slanger, kabinetter og forbindelsesstænger.
reparere hammermølle	http://data.europa.eu/esco/skill/ca6f9c52-9817-461a-aa8a-944c8a8833b3	skill/competence			Reparere defekte komponenter eller systemer på maskiner og udstyr, der anvendes til knusning eller snitning af forskellige materialer, ved hjælp af håndværktøj og motordrevet værktøj.
brugerkrav til IKT-system	http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff	knowledge			Processen, der har til formål at opfylde brugeres og organisationers behov vha. systemkomponenter og -tjenester og ved at tage hensyn til de tilgængelige teknologier og teknikker, der er nødvendige for at fremkalde og konstatere krav, høre brugere for at fastslå symptomer på problemer og analysere symptomer.
skrive italiensk	http://data.europa.eu/esco/skill/ca81a475-f76c-4318-bdd7-4f1f3605e798	skill/competence			Skrive tekster på italiensk.
udvikle produktkatalog	http://data.europa.eu/esco/skill/ca888fd9-43da-48c3-b037-4f9b0d2cfe4e	skill/competence			Godkende og oprette poster i forbindelse med levering af et centralt produktkatalog, foretage anbefalinger i den videre udviklingsproces for kataloget.
udskifte maskiner	http://data.europa.eu/esco/skill/ca8c5849-2655-44b3-b2fa-c4c0e2a04aeb	skill/competence			Evaluere, hvornår der skal investeres i udskiftning af maskiner eller maskinværktøjer, og træffe de nødvendige foranstaltninger.
dele til skruedrejemaskine	http://data.europa.eu/esco/skill/ca8e0a60-8a5e-4a7d-ba15-96a65610e805	knowledge			De forskellige dele af en maskine, der er beregnet til at fremstille skruer, såsom spindel, spindeldrevmotor, anordninger til spindelhastighedsskift, hovedløfter, frontkrydset skydeløfter, revolverhoved, revolverfødt transportør m.fl.
overvåge quenching af koks	http://data.europa.eu/esco/skill/ca8ee0c0-7a34-4225-803a-920edcfbce14	skill/competence	overvåge koksafkøling		Overvåge processen, hvor varm koks fjernes fra ovnen og bratkøles med vand eller stigende luft for at muliggøre transport.
transskribere tekster	http://data.europa.eu/esco/skill/ca8fae74-46ff-4e1b-94ef-ce22393e02e7	skill/competence			Brug af inputudstyr som mus, tastatur og scanner til transskribering af tekster til en computer.
reparere polstringer	http://data.europa.eu/esco/skill/ca99a4f9-4ead-4d17-a430-dda2cd6fb5ed	skill/competence			Reparere/restaurere beskadiget indtræk i forskellige køretøjer, anvende materialer som tekstil, læder, plast eller vinyl.
undervise i astronomi	http://data.europa.eu/esco/skill/ca99ec2c-fbdf-4a60-87c9-1ed6835738bc	skill/competence			Instruere eleverne i teori og praksis for astronomi og mere specifikt emner som himmellegemer, tyngdekraft og solstorme.
drikkevareservering	http://data.europa.eu/esco/skill/caa124b2-0303-4f02-acb4-d44482b9b9ae	knowledge			Forskellige aspekter såsom fremgangsmåder og teknikker for servering af drikkevarer til kunder.
gennemføre de nødvendige procedurer inden take-off	http://data.europa.eu/esco/skill/caa6d423-9c77-48be-92b9-44116375b92d	skill/competence			Udføre en række handlinger, før luftfartøjet letter, herunder start af hoved- og hjælpemotorer, korrekt placering af hjulblokke, kontrol af skader fra fremmedlegemer, frakobling af GPU osv.
føre en samtale på jiddisch	http://data.europa.eu/esco/skill/caac02b1-ab96-477e-a7a7-295c9d9e037f	skill/competence			Kommunikere mundtligt på jiddisch.
administrere systemer til fastsættelse af logistikpriser	http://data.europa.eu/esco/skill/caadb26a-f5a4-4bd1-a630-d508fb616ae2	skill/competence			Administrere systemer til fastsættelse af logistikpriser, sikre at priserne i tilstrækkelig grad afspejler omkostningerne.
sikkerhedsteknologi	http://data.europa.eu/esco/skill/cab07957-4f35-4bdd-9d6d-dc5a0cf42e13	knowledge			Teknisk disciplin, der anvendes til at sikre, at systemer, maskiner og udstyr virker i overensstemmelse med de fastsatte sikkerhedsstandarder og love, f.eks. miljølovgivning.
arbejde i tekstilproduktionsteam	http://data.europa.eu/esco/skill/cab119c5-ff95-4499-b91a-54e9f6c5cde1	skill/competence			Samarbejde harmonisk med kolleger i team inden for tekstil- og beklædningsindustrien.
justere sportsudstyr	http://data.europa.eu/esco/skill/cab28271-5965-4fcf-9d64-0acb43d51cb6	skill/competence			Ændre sportsudstyr, f.eks. ketsjerstrenge, skivoks osv.
supervisere kasinopersonale	http://data.europa.eu/esco/skill/cabaefbf-37f5-4bb1-a319-9683431b2f33	skill/competence			Observere, føre tilsyn med og planlægge de daglige opgaver for kasinoets medarbejdere.
